,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Av. d'Aïre 100, 1203 Genève, Switzerland",+41 79 380 18 97,Max Poulet,ChIJN97gX2NljEcRfnSAXk9QFyE,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Av. Henri-Golay 8, 1219 Châtelaine, Switzerland",,Café - Restaurant du Verger,ChIJ303DWdhxqkERrGFCDecE9xw,4.3,"[{'author_name': 'Ethan TEBERREROU', 'author_url': 'https://www.google.com/maps/contrib/108397317485932636079/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrcTSSaabYe3DYWcXzqKJZ9RreSdvHJY4bM9Km2XQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '3 weeks ago', 'text': 'Excellent, nice service and beautiful restaurant. The ambiance is very warmful and this is what deserves the fifth star.', 'time': 1659117009}, {'author_name': 'Maximilian Baier', 'author_url': 'https://www.google.com/maps/contrib/115330282508427401604/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpnBp4_cgK-QUrB_snqDLTrXZ6-AamYX2BEXv8O=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""Eaten here plenty of time, servers often excellent and no problems about the meals. Server knew the menu inside and out, really fulfilled. Didn't wait long to be served, meal arrived on time. Freshly cooked meals made with high quality ingredients. You really can flavor the food quality, my sister and I were definitely extremely impressed. The meals was really good quality, could not believe how astounding the costs were!."", 'time': 1580579343}, {'author_name': 'Bostjan Skalar', 'author_url': 'https://www.google.com/maps/contrib/117473698782791742588/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoaFHvRhYD3HiBFsVg9WX8SZWV3jyPfFkzoknpOjA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Excellent fish Seabream with potatoes and vegetables as one of daily offers. Very reasonable price. Peaceful location. Strongly recommend.', 'time': 1623254797}, {'author_name': 'Thibaud Pasche', 'author_url': 'https://www.google.com/maps/contrib/110313918851639646904/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp3FPw9uhaD4BGWTliXxks8hmYllP4TDuY3FvJB-w=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Très bon restaurant, bonne terrasse et belle carte. Bien accueilli,  sympa', 'time': 1655584362}, {'author_name': 'Marion Detraz', 'author_url': 'https://www.google.com/maps/contrib/107226374348753380109/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmneuknQQIS-jl8jrc7yT4gxQhXtWJndbDvnRsoW=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'A very very good restaurant with Portuguese specialties. Excellent cuisine. The grilled fish mix was excellent. The perfect homemade flan. And the manager very nice, good advice and very pleasant. We had a great time. We will be back and recommend this restaurant to everyone. Very nice experience.', 'time': 1647865907}]","['restaurant', 'food', 'point_of_interest', 'establishment']",131.0,2.0
0,"1219 Vernier, Switzerland",,Restaurant Du Verger,ChIJrzFaJbpkjEcRcHQgJrlQRIQ,5.0,"[{'author_name': 'sebastian montoya', 'author_url': 'https://www.google.com/maps/contrib/109070287169014246340/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucofKcn4Dz4akhLVGhKvehKtHE3WALTPMyDlkDYG=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Laisse tomber trop bon ça mère', 'time': 1654457568}, {'author_name': 'Paf Paf', 'author_url': 'https://www.google.com/maps/contrib/116871452764661270541/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm99vKFfvLl0qrX1bZ91WdQahlkxKIHWfgrhITm=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Place not to be missed. Nice places food great meat fish. Portuguese specialty. For friends and family ☀️☀️☀️☀️👌👌👌💥💥💥💥🎉🎉🎉J adore', 'time': 1626807368}]","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,
0,"Rte de Saint-Georges 73, 1213 Petit-Lancy, Switzerland",+41 22 793 62 00,Café de la Terrasse,ChIJFw7PgDV7jEcR8KRa2PoMgX8,4.3,"[{'author_name': 'Esmaeil Nosrst', 'author_url': 'https://www.google.com/maps/contrib/102513450966210514086/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmpnHDIwRlonMYD_a1iWPYWbKW8KHJKvhNlbey2=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Small place but nice and staff are very friendly', 'time': 1601572996}, {'author_name': 'Pierre Elias', 'author_url': 'https://www.google.com/maps/contrib/106892142716606946057/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucozM6rGmhULe59KkuAnS5JTH5FDggkds6hg1UuzjA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Wow', 'time': 1521598437}, {'author_name': 'Jacqueline Balthazar', 'author_url': 'https://www.google.com/maps/contrib/114938431666541658870/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmleihAXMJJatna4VXAesAcw-OOSuFz1M8qP_GAU=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 weeks ago', 'text': 'Great atmosphere.\nThe staff is super nice and always with a smile.', 'time': 1658577435}, {'author_name': 'Frédéric Fuchs', 'author_url': 'https://www.google.com/maps/contrib/117152130501971386228/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlRah0SPTbzqn6fbNq-Awyjy7v0bPERhZXzu8_Q=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Charming restaurant with a terrace shaded by an arbor of vines. Friendly service. Basel ball with ravigotte sauce, flavor of yesteryear. Perch fillets on the dish of the day on Wednesdays. I recommend !', 'time': 1657915198}, {'author_name': 'Antoinette Lambert', 'author_url': 'https://www.google.com/maps/contrib/107854350244595679815/reviews', 'language': 'fr', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn-NRSYTzt4Dyb0w-iWK6KIO2kdbUtgy8WnkHKN=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Accueil et service très agréable, nous avons passé un très bon moment , à refaire avec plaisir', 'time': 1655357433}]","['restaurant', 'point_of_interest', 'food', 'establishment']",199.0,2.0
0,"Av. Edmond-Vaucher 1, 1219 Châtelaine, Switzerland",+41 22 796 20 40,La Terrazza,ChIJhTmcKrpkjEcRtvwoZq2K8yw,4.2,"[{'author_name': 'Ethan TEBERREROU', 'author_url': 'https://www.google.com/maps/contrib/108397317485932636079/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrcTSSaabYe3DYWcXzqKJZ9RreSdvHJY4bM9Km2XQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Even with many people in the room, the restaurant had a good and fast service and it was excellent for an honest price.', 'time': 1657808152}, {'author_name': 'Ella Diarra', 'author_url': 'https://www.google.com/maps/contrib/108735543531684382250/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmluu6Zk9EDPQn0FP4GAz3aHJ1TuM9lBz_2CZ5k8=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '11 months ago', 'text': 'Fast service and super delicious.\nI had their focaccia (avocado and burrata). Colleagues got pasta and pizza which they love. Portions are quite generous', 'time': 1632248407}, {'author_name': 'Costin Grigoraş', 'author_url': 'https://www.google.com/maps/contrib/106908669206521402009/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrbNPuse13LVRLZ2AHsOSuKPETmB-3fdo9WZvXKOA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'cozy atmosphere, friendly stuff, good food, what else is there to say? that we recommend it? totally :)', 'time': 1598646387}, {'author_name': 'Lady A', 'author_url': 'https://www.google.com/maps/contrib/109274684090172813110/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqnV6tzU4934cioQdmJOwJmkaESwhasnwQbWb9MhA=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'The portion size was small for the calzone. The spaghetti was fine. Taste was not bad. A restaurant good for lunch gathering.', 'time': 1592748490}, {'author_name': 'Daniel Madani', 'author_url': 'https://www.google.com/maps/contrib/107838417326119449878/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpypSCrZBgEIrMFlQQCVUiP72V3QusKGziAkan3Rw=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '11 months ago', 'text': ""Very good food! We eat there every Thursday with my mom. Sometimes it's a four star food, sometimes a five start food. Next time I'll leave a five start review!"", 'time': 1630606295}]","['restaurant', 'food', 'point_of_interest', 'establishment']",318.0,2.0
0,"Av. de Châtelaine 60/62, 1219 Genève, Switzerland",+41 22 979 46 46,La Suite,ChIJSWgh07tkjEcRj-Ksw1o1g7Q,5.0,"[{'author_name': 'Elin MOREL', 'author_url': 'https://www.google.com/maps/contrib/102880365870826599811/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrSWy9PKQY1vrBvWQm-Q2PkzKqV7E6y3Rsd2tpxOQ=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'Very welcoming, friendly and accommodating staff.\nWe ate well and were able to accompany a person who was in the clinic! It was great !\nFree still or sparkling water!\nWe will come back!', 'time': 1649269991}, {'author_name': 'Margot Wintenberger', 'author_url': 'https://www.google.com/maps/contrib/105622337430617816076/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnaofFemmmad93kYpEV3awzjr8pDhQPPt8FnSA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'Very good restaurant, caring team!\nRefined and healthy cuisine. Ideal for lunch on the terrace.', 'time': 1648406071}]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,
0,"Av. Louis-Casaï 30, 1216 Cointrin, Switzerland",+41 22 710 46 26,Swiss Bistro,ChIJb0NFrJdkjEcRKBMxdsxp2As,4.2,"[{'author_name': 'M S Shadloo', 'author_url': 'https://www.google.com/maps/contrib/110559016609165261271/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrM9lQLI6kkaut_T30mP6ZN6am75J0JJom1JomX_Q=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': 'a month ago', 'text': 'Food is not bad, but the service rarely is! I waited half an hour for a menu, and some people who come after me already finished! Not organized at all.', 'time': 1657277731}, {'author_name': 'Maximilian Baier', 'author_url': 'https://www.google.com/maps/contrib/115330282508427401604/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpnBp4_cgK-QUrB_snqDLTrXZ6-AamYX2BEXv8O=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'The atmosphere here is generally pleasing and you never have to wait long to be offered. The food are fresh And locally sourced, but the prices remain low. Our waiter was in fact amazing and made our lunch even more fun along with his big smile and friendly attitude. A good range of food on the menu, usually has loads of meals to select from and new dishes added by the chefs at all times. We surely appreciated our food here and would undoubtedly recommend it.', 'time': 1580579405}, {'author_name': 'Keith Alverson', 'author_url': 'https://www.google.com/maps/contrib/105813547354357204419/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZuco82fQ7xg7bmppbIA8gambWV9y4On-2NuUvzPH4eg=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Swiss comfort food well prepared and served at reasonable prices. An excellent choice if you are staying in the neighboring hotels. Good vegetarian options (I had veg roesti).', 'time': 1544688022}, {'author_name': 'Dani Yunis', 'author_url': 'https://www.google.com/maps/contrib/113328243222294941221/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucobgdbaFzqhOkH6lFBTdDzfSWY9qoMbxSTS06_VcQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Clean delicious food, good atmosphere', 'time': 1535403467}, {'author_name': 'Eric Michel Yunis', 'author_url': 'https://www.google.com/maps/contrib/114047567313870611738/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucowSLquGKvo58g41tV2n6AO5t_GRHdLsnj-aQd6sFI=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Great menu, fresh delicious clean tasty dishes,  We tried 3 dishes this time, all great, the lamb with mashed potatoes and vegetables the Swiss Veal Zurich style,  and a Cheeseburger, all were very good. Great service Bilingual Staff.', 'time': 1535402718}]","['restaurant', 'food', 'point_of_interest', 'establishment']",115.0,2.0
0,"Av. Louis-Casaï 27, 1209 Genève, Switzerland",+41 79 739 70 09,TIFFIN,ChIJvZNYMbhljEcRzaStxDxJD3U,3.9,"[{'author_name': 'Joselito Benitez', 'author_url': 'https://www.google.com/maps/contrib/116864556662113735371/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk8qUwH6_iINJ66R-y5gGzNcRqVOoInsSQRIGxg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Had Butter Chicken, the Spinach with Mushrooms and Cumin rice. Healthy and very filling. Good-sized portions. Spicy sauce served on the side. Very nice!  Very good value! We will be back!', 'time': 1650797442}, {'author_name': 'Celine Cheung', 'author_url': 'https://www.google.com/maps/contrib/112806078356069548937/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkNcgb4tKFH8wUUWANpG5bX8e_-ifLoHw0CQ8-M=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '2 months ago', 'text': 'This place is nice to sit only but the food is terrible. My husband and I usually love Indian food but this must be the worst fast food we had. I ordered the shrimps and it was like a paste and the butter chicken  had no taste. The only thing I enjoyed was the nann bread. The options also was not good if you want some vegetables with your dish you had to order a completely full dish. Price is too much for junk food. Must avoid !!', 'time': 1655223542}, {'author_name': 'Marigel Barrozo', 'author_url': 'https://www.google.com/maps/contrib/115303171397314352955/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk86oIB5ZJDzvd82Mg3kVfBgzxjPuN92itJaDZ1=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Excellent food and price is reasonable. The hosts are very nice and friendly. I love this place and will continue to visit. Highly recommended.', 'time': 1634068007}, {'author_name': 'Stephane Rey', 'author_url': 'https://www.google.com/maps/contrib/118351566567516667281/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoWflBGW57pU4KKN6_YYGzlTT9lzqqbAEGdBWDYeA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Best butter chicken ever!!', 'time': 1657218153}, {'author_name': 'donna virtucio', 'author_url': 'https://www.google.com/maps/contrib/113640477524884491696/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrlYSomv37fdMCgS-uc4AzXtjr4K_1OdlcbYlpvBQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Come and visit TIFFIN restaurant In Balexert where you can find EXCELLENT food and staff with a very reasonable price. Highly recommended.😍😍😍', 'time': 1634102465}]","['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,
0,"Centre Commercial Balexert, Av. Louis-Casaï 27, 1209 Genève, Switzerland",+41 22 796 54 52,La Turquoise,ChIJ4XuI41xljEcR_y2uFNcgGb4,4.1,"[{'author_name': 'A WB', 'author_url': 'https://www.google.com/maps/contrib/117777598917985239774/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpRdP1ebYruGdAg1xoKoRWXqY994paOGpxOl2UPHSE=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Fresh and delicious, professional service too. We loved their kebabs, vegetarian options too.', 'time': 1658401195}, {'author_name': 'Sergiy Belozorov', 'author_url': 'https://www.google.com/maps/contrib/115928866317852872320/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucopXByys_cI_lOVD3ux6r9WverBdYYZTpc9uyjD0HA=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 1, 'relative_time_description': '9 months ago', 'text': 'Working hours are incorrect. We have wasted 40 minutes getting here just to find out that the restaurant is closed on Sunday.', 'time': 1635758997}, {'author_name': 'Shin', 'author_url': 'https://www.google.com/maps/contrib/117318539731996863142/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmKSs7pF0rIscY6-G88x4GVcQUfc6AwUqxK24Xx=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'One of the best value for money restaurant in Geneva to dine! Lunch of the day is only CHD $17, comes with serving of free serving of bread, salsa, sour cream, grains, side and main course. And you will definitely be in love with the awesome grill chicken and beef burger steak! :) They are extremely mouth watering delicious and non greasy at all. Highly recommended to go in small groups for casual lunch with a cup of espresso after meal.', 'time': 1542731957}, {'author_name': 'meriam chouar', 'author_url': 'https://www.google.com/maps/contrib/106342322970568132281/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqv4GUyVai40aDQPde4yeHHKR4w-lwgJ0Mdcsz7JQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Excellent hallal food. Not to heavy on the stomach but it leave you full and happy with how delicious it is. Recommend a 1000%.', 'time': 1555583569}, {'author_name': 'Dani Yunis', 'author_url': 'https://www.google.com/maps/contrib/113328243222294941221/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucobgdbaFzqhOkH6lFBTdDzfSWY9qoMbxSTS06_VcQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Good quality food would surely recommend it👍👍', 'time': 1531743227}]","['restaurant', 'point_of_interest', 'food', 'establishment']",77.0,
0,"Av. Louis-Casaï 27, 1216 Cointrin, Switzerland",+41 22 519 05 46,Wasabi Sushi Bento Bar,ChIJfSHAhIJljEcRmtHKnNRmEKM,3.0,"[{'author_name': 'Sébastien DESCHAMPS', 'author_url': 'https://www.google.com/maps/contrib/115318801907325866688/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucobDoFd1R5xtenBSmUOVGMvLkT9mAfC_o_iwbN9=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'Good but price a little too high. Pleasant staff.', 'time': 1590736603}]","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,
0,"Av. Louis-Casaï 27, 1211 Genève, Switzerland",+41 22 343 44 45,AKIKO Balexert,ChIJL1Sw0ZdkjEcRDN1B5HLWcAI,3.4,"[{'author_name': 'Rodrigo Crespo', 'author_url': 'https://www.google.com/maps/contrib/103409618921275246084/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucr0CvqO1gKy5wggiIrBKF4w2xajAAyngUftgVkeoA=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '4 months ago', 'text': 'Had chicken fried rice on April 2, the chicken was dry and tasteless. Overall it was too bland for Asian food that should be vibrant, and full of flavor. I presume it spends too much time in the reheating counter so everything is overcooked and dry. I had consistently bad experiences at this place therefore, I confirm my previous assessment: never again.', 'time': 1649630138}, {'author_name': 'Tarun Thomas', 'author_url': 'https://www.google.com/maps/contrib/113897146247464187519/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqRH1EG8XmCAapOC8SUNwfRNkc0XFSp685lOPdWoA=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 1, 'relative_time_description': 'a year ago', 'text': 'One dish was bland and the other was a cube of salt', 'time': 1628701051}, {'author_name': 'Sean Marques', 'author_url': 'https://www.google.com/maps/contrib/104485850220712415323/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrLkpWqoDShnGVG6sVsNlBEwW76rGTglpl9z5ZoxQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'I prefered the food at the other Akiko restaurants in Geneva, still ok', 'time': 1595110539}, {'author_name': 'Pedro Pony', 'author_url': 'https://www.google.com/maps/contrib/101397583639801597093/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoi_HN03NScOkDHCwHxzL2BJkyuwuZWo1F0gEBk1A=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Went to Switzerland for my holiday and all but two of the places nearby were super expensive. This was the opposite as the food and staff were nice and the option for customisable spices and soy-sauce was a nice touch. Wish we had one back in the UK.', 'time': 1589151341}, {'author_name': 'Jomarlyn Lazaga', 'author_url': 'https://www.google.com/maps/contrib/109968248951493027483/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqAjqWvK4gPWF4OnRVU3GqU7CUihbYspI366iux4w=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'I love their takoyaki. Very good!', 'time': 1569916492}]","['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",251.0,2.0
0,"Av. Louis-Casaï 27, 1211 Genève 28, Switzerland",+41 58 573 35 90,Migros Restaurant,ChIJiRdMPJhkjEcR-2gsIcMUv8A,4.0,"[{'author_name': 'Roman Gordon', 'author_url': 'https://www.google.com/maps/contrib/101663043922982966424/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoFM-0tQJATdtzMU1CUItD91sbigGfAbRJ_su73=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '3 months ago', 'text': 'Nice selection for breakfast and lunch. Prices are a little on the high side but other than that the staff were helpful to us and were happy to provide us with suggestions on what to get.', 'time': 1653157333}, {'author_name': 'Žanettka Charlotte', 'author_url': 'https://www.google.com/maps/contrib/109328919094967811200/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrVFWn1X7XqekWg4iKTAcVLjPGS48Y5s4dTuYMq=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'The chefs are very friendly!  Thank you.  Choose from many options.  The food is delicious and looks great.', 'time': 1652303336}, {'author_name': 'Peter Osazuwa', 'author_url': 'https://www.google.com/maps/contrib/108570557221594710615/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkOK5JAtJFYJmq81LZZcARsVvq-Q4FQaeDYDYtP=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': 'a week ago', 'text': 'Variation and selection of food, which provides good lunch options!', 'time': 1660301269}, {'author_name': 'Taina Evans', 'author_url': 'https://www.google.com/maps/contrib/100994959916291899626/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucr8N81TKSOp92NqsRKDgkFi7wH2JDvCj7-DKD_2Ig=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': '5 months ago', 'text': 'Nice mall cafeteria. Reasonably good choices. Good food. Wish it had been better set up to deal with crowds. Packed out at lunch.', 'time': 1646559754}, {'author_name': 'F. Zonca', 'author_url': 'https://www.google.com/maps/contrib/103451089948702698889/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp1_XA_4Rv4HC017cJKabiUP4GTvUo95s-Ja3_8MQ=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': '4 months ago', 'text': 'No added SUGAR!! I chose a strawberry & banana smoothie since it shouldn’t be a sugary treat. Clearly it was full of sugar! Now, I feel sick, my limbs ache - it’s clearly full of sugar when it should just be a natural smoothie!!? Migros needs to serve healthier choices and make added ingredients clear.\n#bourredusucre #insulineresistance', 'time': 1648462062}]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",505.0,
